main_category_name,sub_category_name,ranking,title,org_price,dis_price,dis_percent
ALL,ALL,85,[동원산업] 참치회세트 참다랑어 대뱃살 200g+중뱃살 200g+배꼽살 100g+황다랑어 ,"99,900원",,1%
ALL,ALL,86,황금미가 쌀 20kg 20년산 햅쌀 (당일도정),"77,000원",,30%
ALL,ALL,87,비폰 포보 베트남 쌀국수 소고기맛 60gx1박스(30봉),"14,900원",,8%
ALL,ALL,88,[햇반]CJ 햇반 210g 36개 (1박스),,,
ALL,ALL,89,스위트바니 겨울신상 롱원피스/맨투맨/후드/빅사이즈,"43,000원",,70%
ALL,ALL,90,이젠교육 또래퀴즈 (전4권) : 초등생을 위한 지식 퀴즈백과,,,
ALL,ALL,91,[크리넥스]크리넥스 3겹 데코앤소프트 37MX24롤 2팩 화장지 휴지,,,
ALL,ALL,92,[하비비]청개구리 자동 변기 클리너 세정제 6개 (12개월분),"65,000원",,69%
ALL,ALL,93,애플 망고 400g내외(대과) 4과 2개구매시 1과추가증정,"28,350원",,33%
가구/침구,ALL,34,[세사][세사] [세탁망증정] 알러지케어 기능성 차렵이불 패드세트 Q (3종 택1),"208,000원",,24%
가구/침구,ALL,35,[쁘리엘르]사계절 3중직 암막 방한 커튼 창형 중형 커텐,"56,200원",,69%
가구/침구,ALL,36,특가 정품순면100% 먼지없는 이불커버/이불솜/이불,"40,000원",,57%
가구/침구,ALL,37,에이블루 NEW 커블 체어 와이더 레드 허리 교정의자,"51,900원",,4%
가구/침구,ALL,38,국산 630g 르미에 라지자캔들 아로마향초 캔들워머,,,
가구/침구,ALL,39,[르헤브]1+1 깨끗한 베개솜/피톤치드 항균 베개솜/베개커버,"33,000원",,70%
가구/침구,ALL,40,[아망떼]1+1 호텔식 베개커버/알러지케어/순면/세미마이크로,"32,000원",,69%
가구/침구,ALL,41,NEW(오늘출발)백화점납품/극세사이불/밍크/10mm항균,"60,000원",,21%
가구/침구,ALL,42,[아르페지오베이직]쫀득쫀득 찰떡 3COLOR 스판극세사 차렵이불세트(SS),"119,000원",,69%
가구/침구,ALL,43,순면 모달 먼지없는 차렵이불세트 침구세트,"99,000원",,68%
가구/침구,ALL,44,[아망떼]호텔식 매트리스커버/침대패드/침대커버,"40,000원",,67%
가구/침구,ALL,45,[체어스코]누적판매 1위 컴퓨터/책상/학생/사무용의자,"35,000원",,9%
가구/침구,ALL,46,led 방등 거실등 등 기구 리모컨 LT 스마트 50W_삼성칩,"69,000원",,62%
가구/침구,ALL,47,[한샘]노뜨컴포트 포켓스프링 매트리스 SS 슈퍼싱글,"153,000원",,12%
가구/침구,ALL,48,1+1 정말 100% 깜깜한 암막 커튼/거실/방한/커텐/창문,,,
가구/침구,ALL,49,DIY 액자형 비즈 보석십자수 명화그리기 그림 유화,,,
생활/주방/건강,ALL,33,[안티프라그](부광)안티프라그S초극세모20입/좋은칫솔/미세모/시린,"7,900원",,
생활/주방/건강,ALL,34,[베베숲]아기물티슈 프리미어 캡70매 20팩,,,
생활/주방/건강,ALL,35,눈 마사지기+목 마사지기 안마기,"31,500원",,5%
생활/주방/건강,ALL,36,업계를 리드하는 기업 3SK택배박스,"33,300원",,8%
생활/주방/건강,ALL,37,[다우니]다우니 엑스퍼트 실내 건조 1L 6개,"40,280원",,9%
생활/주방/건강,ALL,38,[풀무원]풀무원 토이쿠키만들기 브레드 이발소 2박스,"25,800원",,5%
생활/주방/건강,ALL,39,[테리파머]호텔수건 무형광 180g 다이아보더 수건 10장 타올 특가,"21,900원",,9%
생활/주방/건강,ALL,40,[크리넥스]크리넥스 실크소프트 250매X3입X3팩 /곽티슈,"30,900원",,45%
생활/주방/건강,ALL,41,[아트조이]DIY 보석십자수 액자형 (캔버스형) 25x25 30x40 50x40,,,
생활/주방/건강,ALL,42,[겔업]겔업 고농축 액체세제 2.5L x 4개 세탁세제 총10000ml,"9,000원",,1%
생활/주방/건강,ALL,43,[크리넥스]크리넥스 3겹 데코앤소프트 37MX24롤 2팩 화장지 휴지,,,
생활/주방/건강,ALL,44,[헬로]헬로 순수 3겹 천연펄프 화장지 30m 30롤 3팩 특가행사,"70,000원",,60%
생활/주방/건강,ALL,45,[쏘피]한결 생리대 중형 16Px4팩+2팩,"19,800원",,50%
생활/주방/건강,ALL,46,[아토세이프]고농축 라벤더 액체세제 2.5L X 4개 세탁 총10000ml,"26,300원",,69%
생활/주방/건강,ALL,47,[리큐]액체세탁세제 리큐 알카파워2.1Lx6개(일반용),"31,500원",,40%
생활/주방/건강,ALL,48,KF94 황사방역 에코마스크  (새부리/100매) 대형,"50,000원",,20%
생활/주방/건강,ALL,49,KF94 국산 마스크 의약외품 식약처인증 개별포장 100EA,,,
여행,국내여행,1,|카드할인|그랜드하얏트 제주 얼리버드 특가(~4월)/제주도신규호텔/제주호텔/제주하얏트/하얏트제주/호캉스,"245,000원",,2%
여행,국내여행,2,|전남 진도군| 쏠비치 진도(대명/호텔/대명/대명리조트/쏠비치/쏠비치대명/가족여행/진도/쏠비치호텔),,,
컴퓨터/전자,노트북/태블릿,1,[아이디어패드]SLIM5-14ITL 5D M16 11세대i5-16GB-MX450,"945,160원",,6%
e쿠폰/티켓,외식,1,[아웃백스테이크하우스](아웃백/빕스)Pays 외식/카페 결합 금액권 5만원권,"50,000원",,11%
스포츠/자동차,스포츠의류/운동화,1,[스케쳐스][스케쳐스] 런닝화 고런패스트 SP0MR20Y051 4종택1,"48,300원",,23%
화장품/헤어,화장품,1,[피지오겔]피지오겔 DMT 크림 150ml 2개 +증정,,,
식품,ALL,15,[미니멜츠]미니멜츠구슬아이스크림15개/2세트+구슬2,,,
식품,ALL,16,제주안심밥상 제주흑돼지 순살찌개용 4팩 1.2kg,"5,900원",,
식품,ALL,17,한라봉 4.5kg(중과)/20-22과내외,"35,850원",,33%
식품,ALL,18,황금미가 쌀 20kg 20년산 햅쌀 (당일도정),"77,000원",,30%
식품,ALL,19,[칠성사이다]칠성 사이다 210ml x 30캔,"17,900원",,39%
식품,ALL,20,[스타벅스]컵커피 카페라떼  200mlX10컵X클래식 토트백+전용포장,"39,900원",,42%
식품,ALL,21,[샘표]양조간장 701 1.8L+501 500ml 특별기획,"16,900원",,31%
식품,ALL,22,[풀무원]풀무원  얇은피만두 3종 골라담기(6봉 구성)+(랜덤증정만두),,,
식품,ALL,23,제주안심밥상 돼지특수부위 뒷고기(구이용) 4팩 1kg,"7,000원",,30%
식품,ALL,24,[아침농산]국산 농부의아침 쌀10kg  2020년산 햅쌀,"41,300원",,30%
식품,ALL,25,풀무원 올바른 핫도그 30개 세트,"29,900원",,3%
식품,ALL,26,(해외)오레오오즈500g X 2팩+사은품/허니오즈/씨리얼,,,
화장품/헤어,ALL,19,[세타필]세타필 대용량1+1(크림 453g+크림 453g),,,
화장품/헤어,ALL,20,[세타필]세타필 1+1(로션473ml+크림453g),"29,500원",,
화장품/헤어,ALL,21,[라네즈]네오 쿠션 매트 15g 초경량 커버 쿠션팩트,"25,000원",,15%
화장품/헤어,ALL,22,레시피 스네일 달팽이 수분크림 3종세트,,,
화장품/헤어,ALL,23,[Jayjun]해피뉴세일 NEW 수분세럼/마스크팩 100매구성 + Gift,"60,000원",,66%
화장품/헤어,ALL,24,[메디플라워]순한 곡물 마일드 페이셜 필링젤 100mlx3개/할인특가,"24,000원",,67%
화장품/헤어,ALL,25,[메디플라워]더 시크릿 가든 5종 핸드크림세트 1+1/5+1덤/선물세트,"29,900원",,66%
화장품/헤어,ALL,26,[닥터방기원]랩 탈모샴푸 1Lx3통+랩토닉 150ml+폼클렌징,,,
화장품/헤어,ALL,27,[삐아]1+1 삐아 벨벳 틴트 아이라이너 립스틱 UPTO54%,"23,500원",,53%
화장품/헤어,ALL,28,[센텔리안24]센텔리안24 마데카크림 파워 부스팅 포뮬러 50mlX2개,"48,000원",,50%
화장품/헤어,ALL,29,[과일나라]밀크퐁당 우유 바디로션 1000ml X2개 대용량,"29,900원",,66%
화장품/헤어,ALL,30,[김정문알로에]김정문알로에 스킨케어 기획세트 추가할인+증정,"76,000원",,65%
화장품/헤어,ALL,31,[에스티로더]1+1 어드밴스드 나이트 리페어 싱크로나이즈드 갈색병,,,
화장품/헤어,ALL,32,[에뛰드]Happy New Year 밀키 컬렉션 런칭 최대 50% 할인,"24,000원",,50%
화장품/헤어,ALL,33,[과일나라]세라마이드 트리트먼트 헤어팩 1+1/ 2000ml+200ml+10매,"45,900원",,67%
신발/잡화,ALL,16,[탑모델]F/W 신상 탑모델 플랫/부츠/로퍼/털슬리퍼,"32,900원",,69%
신발/잡화,ALL,17,여성 머플러 목도리 목폴라 장갑 암워머 니트 모자,"32,000원",,69%
신발/잡화,ALL,18,[에잇세컨즈]최대15%쿠폰 남녀 머플러/장갑/비니/벨트/가방,"39,900원",,50%
신발/잡화,ALL,19,힐슈빌 신상 부츠 털부츠 털단화 패딩부츠 방한화신발,"32,600원",,69%
신발/잡화,ALL,20,단골언니 여성 신발 슬립온/스니커즈/운동화,"42,600원",,69%
신발/잡화,ALL,21,단골언니 겨울 통굽 사무실/털슬리퍼/털실내화/방한,"42,600원",,69%
신발/잡화,ALL,22,[헤지스ACC]헤지스 가방/지갑/클러치/장지갑/숄더백/반지갑 +25%,"252,000원",,70%
신발/잡화,ALL,23,여성신발 슬립온 스니커즈 신발 단화 운동화 플랫슈즈,"32,600원",,69%
신발/잡화,ALL,24,[랩]LAP ACC 겨울 시즌오프 특가~79% 가방/지갑/머플러,"76,600원",,69%
신발/잡화,ALL,25,털모자 방한모자 귀달이모자 겨울 남성 모자 등산,"14,900원",,
신발/잡화,ALL,26,아가타外 시즌오프 소가죽 앵클/방한화 8450원부터~ (1177142_B),,,
신발/잡화,ALL,27,[크록스]크록스 성인 샌들 로퍼 슬립온 10종 1택 202972,"39,900원",,18%
패션의류,ALL,16,[머스트비]머스트비 겨울 신상 핸드메이드/코트/경량/다운/니트,"100,000원",,70%
패션의류,ALL,17,12%쿠폰 기모/융털/모직/트레이닝팬츠/빅사이즈~4XL,"26,300원",,69%
패션의류,ALL,18,코코블랑 가을신상 블라우스 원피스 가디건,"59,600원",,69%
패션의류,ALL,19,티탁 맨투맨/후드/바지/원피스/롱티/빅사이즈/세트,"39,600원",,69%
패션의류,ALL,20,따뜻한 겨울 기모 본딩 면 청바지 할인전 빅사이즈,"32,900원",,69%
패션의류,ALL,21,겨울한파~12%쿠폰/보아털/융털/트레이닝복세트,"66,000원",,70%
패션의류,ALL,22,루즈델리 12%쿠폰 빅사이즈/기모/원피스/스커트/세트,"43,000원",,70%
패션의류,ALL,23,12% 남녀 융기모스웨트4종세트/기모바지/코트/니트,"99,600원",,69%
패션의류,ALL,24,기모 융털 트레이닝바지/면/츄리닝/조거팬츠/여성/42A,"5,900원",,
패션의류,ALL,25,프라이데이 겨울신상 기모맨투맨/후드티/빅사이즈,"43,000원",,70%
패션의류,ALL,26,다온샵 12%트렌드픽/기모팬츠/융털/슬랙스/빅사이즈,"33,000원",,70%
패션의류,ALL,27,에이블린/겨울신상/원피스/티셔츠/맨투맨/스커트/코트,"43,000원",,70%
패션의류,ALL,28,스웨덴세탁소 겨울신상/빅사이즈/롱원피스/니트/코트,"59,600원",,69%
e쿠폰/티켓,ALL,45,[컬쳐랜드문화상품권](편의점통합) 모바일금액권 1만원/ 캐쉬충전불가,"10,000원",,5%
e쿠폰/티켓,ALL,46,[맥도날드](맥도날드) 디지털 3만원권,"30,000원",,4%
e쿠폰/티켓,ALL,47,[GS수퍼마켓](GS THE FRESH)금액상품권2만원,"20,000원",,5%
e쿠폰/티켓,ALL,48,[CU](CU) 모바일금액권 3만원/ 실시간발송,"30,000원",,5%
e쿠폰/티켓,ALL,49,[배스킨라빈스](배스킨라빈스) X-mas 달콤 퐁퐁 플라워,,,
e쿠폰/티켓,ALL,50,[메가박스](메가박스) G마켓 스마일클럽 영화예매권,"11,000원",,31%
e쿠폰/티켓,ALL,51,[BHC](BHC) 뿌링클+치즈볼+콜라1.25L,"24,000원",,4%
e쿠폰/티켓,ALL,52,[투썸플레이스](투썸플레이스) 딸기 생크림 1호,"29,000원",,7%
컴퓨터/전자,ALL,52,[아이디어패드]SLIM5-15ITL Premiere i5 FreeDos MX450탑재11세대인텔,"891,390원",,6%
컴퓨터/전자,ALL,53,2021년형 올스텐 에어프라이어 12L,"109,000원",,4%
컴퓨터/전자,ALL,54,신일 좌석용 세라믹 히터 SEH-900BYH 선풍기형,"49,000원",,10%
컴퓨터/전자,ALL,55,곰표한일 무자계 안심 전기요/장판 웨이브Gray 중형,,,
컴퓨터/전자,ALL,56,대웅 3단 석영관 전기히터/전기난로 CZ-6500KH(고급형),"29,900원",,13%
컴퓨터/전자,ALL,57,[한일전기]PTC 전기온풍기 HEF-H2600WP 거실 욕실,"98,000원",,8%
컴퓨터/전자,ALL,58,[갤럭시]갤럭시탭 S6 10.4 Lite WiFi 64G 그레이 RNR,"529,900원",,
컴퓨터/전자,ALL,59,[샤오미]미 TV 스틱/1080P/한국어 지원/ 글로벌버전/블랙,,,
컴퓨터/전자,ALL,60,[갤럭시]C타입 스탠드 핸드폰 고속충전케이블 노트/S 20~8 1+1,"20,000원",,60%
컴퓨터/전자,ALL,61,[샤오미]Xiaomi Dreame 최신 청소기 V10  한국형 어댑터설명서,,,
컴퓨터/전자,ALL,62,[보네이도]보네이도 히터 VH200G,"62,000원",,16%
컴퓨터/전자,ALL,63,4in1 핸디형 무선청소기 VC7210,,,
컴퓨터/전자,ALL,64,[위닉스]위닉스 가열식 복합식 가습기 WLTM750-JWK 7.5L,"143,330원",,3%
도서/음반,시/소설,20,현명한투자자(1)개정4판(벤저민그레이엄),,,
도서/음반,시/소설,21,아몬드  손원평,,,
도서/음반,시/소설,22,이토록 공부가 재미있어지는 순간,,,
도서/음반,시/소설,23,국어 교과서 작품 읽기 중1 세트 : 시/소설/수필  김아란 박성우 김아란 박성우 박종호 주예지 등편,,,
도서/음반,시/소설,24,용선생의 시끌벅적 한국사(SET)전10권(스페셜판)2016-2017전면개정판,,,
도서/음반,시/소설,25,[김영사]영웅문 김용작가 세트전 / 천룡팔부 / 소오강호 / 사조영웅전 / 신조협려 / 의천도룡기 / 김영사,"128,000원",,10%
도서/음반,시/소설,26,해리포터 시리즈 전23권  반양장본 / 한글판 개정판 선택구매 판타지 소설 책,,,
도서/음반,시/소설,27,디앤씨미디어 나 혼자만 레벨업 1 2 3 4 5 6 7 8 권 만화책 소설 단행본 웹툰,,,
도서/음반,시/소설,28,해리포터 20주년 개정판 5~7부 박스 세트,,,
도서/음반,시/소설,29,[EBS교육방송]사은+ 2020년 EBS 초등 스토리 한국사 1 + 2 세트 (전2권),,,
도서/음반,시/소설,30,섬 [문학판] [정현종] 시인의 그림이 있는 정현종 시선집,,,
도서/음반,시/소설,31,베스트셀러-고요할수록 밝아지는것들.모든순간이너였다.죽고 싶지만. 설민석.애쓰지 않고 편안하게,,,
도서/음반,시/소설,32,넌 가끔가다 내 생각을 하지 난 가끔가다 딴 생각을 해 : with 일러스트  원태연,,,
도서/음반,시/소설,33,그런 사람 또 없습니다,,,
도서/음반,시/소설,34,이토록 공부가 재미있어지는 순간 : 공부에 지친 청소년들을 위한 힐링 에세이  박성혁,,,
도서/음반,시/소설,35,[천재교육]2021년- 천재교육 중학교 중학국어 2-1 자습서 중등 (박영목 교과서편) 2학년 1학기,,,
유아동/출산,ALL,20,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형,"29,800원",,50%
유아동/출산,ALL,21,[아디다스]아디다스 키즈슈즈 12종 택 1 (EG9080EG0411FU6668FU6674EF1921EF1925FV3314EF1970),"30,900원",,15%
유아동/출산,ALL,22,다산에듀 다빈치 AI/다빈치 AI+인크레더블 코딩/코딩맨 엔트리/ 한솔수북오딩가 코딩가 세트별 선택구매,"106,000원",,9%
유아동/출산,ALL,23,[엄지한복]엄지한복 남아 여아 아동 한복 모음전 복주머니 증정,,,
유아동/출산,ALL,24,[아디다스]아디다스 키즈 트랙수트 13종 택 1 (GD2838GD2857GD2628DV2849EI9866EI7924GE0720),"47,000원",,16%
유아동/출산,ALL,25,[슈퍼대디](쿠폰할인)매직드라이 팬티/밴드 6팩 외 전라인,"70,900원",,15%
유아동/출산,ALL,26,[창비]창비아하 한글 만들기 1~5권 + 배우기 1~4권 세트(전 9권),"96,000원",,10%
유아동/출산,ALL,27,[휠라][휠라]  꾸미 라이트 스타_3RM01392-150,"39,000원",,10%
유아동/출산,ALL,28,[창비]창비 아하 한글 1단계 ~ 3단계 세트별 선택구매,"36,000원",,19%
유아동/출산,ALL,29,[베베숲]아기물티슈 프리미어 캡70매 20팩,,,
유아동/출산,ALL,30,진선아이 한눈에 펼쳐보는그림책 시리즈 전5권,,,
유아동/출산,ALL,31,국산/가을/겨울/아동/내복/실내복/주니어/내의/잠옷,"23,000원",,70%
생활/주방/건강,마스크(성인/유아동),18,[올가드]KF94 국산 마스크 100매 식약처인증 의약외품 개별포장,,,
생활/주방/건강,마스크(성인/유아동),19,국내산 착한가격 KF94 마스크 100매 대형 개별포장,"24,900원",,
생활/주방/건강,마스크(성인/유아동),20,KF94 새부리형 황사 마스크 대형 100매 개별포장 국산,"41,000원",,5%
생활/주방/건강,마스크(성인/유아동),21,국산 KF94 마스크 대형 100매 미세먼지 황사 방역 한,"27,400원",,5%
생활/주방/건강,마스크(성인/유아동),22,퓨리온 KF94 흰색 대형 숨쉬기편한 마스크 50매X2세트,,,
생활/주방/건강,마스크(성인/유아동),23,합리적인마스크 KF94 대형 개별포장 100매 블랙/검정,,,
생활/주방/건강,마스크(성인/유아동),24,더숨 KF94 새부리형 황사 마스크 대형 50매 블랙,"40,000원",,5%
생활/주방/건강,마스크(성인/유아동),25,[GC녹십자웰빙]바이오 셀프케어 KF94 마스크 소형 50매(5매입X10개),,,
생활/주방/건강,마스크(성인/유아동),26,KF94 마스크90매대형 추가증정10매 총100매 국내산필터,,,
생활/주방/건강,마스크(성인/유아동),27,KF94 블랙 마스크 대형 국산 개별 포장 100매,"42,000원",,7%
생활/주방/건강,마스크(성인/유아동),28,[다샵]국산 참맑은KF-AD비말차단 의약외품 마스크200매,"15,800원",,5%
생활/주방/건강,마스크(성인/유아동),29,KF94 소형 어린이 아동 새부리형 마스크 100매,"52,600원",,5%
생활/주방/건강,마스크(성인/유아동),30,에어데이즈 KF94 새부리형 국산 마스크 대형 50매,,,
생활/주방/건강,마스크(성인/유아동),31,국산 특별가 Kf94 대형수 마스크 100매/비말차단 일회,,,
생활/주방/건강,마스크(성인/유아동),32,[인가드]인가드 미세먼지마스크 KF94 소형 100매 황사질병예방,,,
생활/주방/건강,마스크(성인/유아동),33,[닥터펩스토리] KF94 마스크 (50매) ,,,
생활/주방/건강,마스크(성인/유아동),34,에어리쉬 클린쉴드 KF94 마스크 대형 개별포장 100매,"31,300원",,17%
스포츠/자동차,ALL,43,불곰하사깔창핫팩 발핫팩 13시간지속 kc인증_남성20팩,"15,000원",,20%
스포츠/자동차,ALL,44,[아디다스]아디다스 본사M MH 3ST 웜업 자켓 /FM5313,,,
스포츠/자동차,ALL,45,[핫앤핫]핫앤핫 일반형 핫팩(RED) 30매입 군용  美FDA ISO환경,"12,900원",,7%
스포츠/자동차,ALL,46,2개1세트/ NCR 퓨전X501 하이브리드 자동차 와이퍼,"23,800원",,16%
스포츠/자동차,ALL,47,3차앵콜행사 리복/푸마키즈 데일리 트레이닝복 아우터,"83,000원",,70%
스포츠/자동차,ALL,48,[샤오미]샤오미 70마일 차량용 점프스타터 11100mAh 비상등,,,
스포츠/자동차,ALL,49,붙이는발핫팩) 발바닥난로 군용 mini찜질팩 -100P,"8,900원",,2%
스포츠/자동차,ALL,50,[센터폴]최대25%쿠폰 롱다운/패딩/플리스 외 추가인하,"129,600원",,69%
스포츠/자동차,ALL,51,[프로월드컵]FW털슬리퍼 방한화 키즈털실내화 사무용슬리퍼,"53,000원",,70%
스포츠/자동차,ALL,52,[아이더]25%쿠폰 아이더 2021 새해기념 득템 스페셜 특가,"260,000원",,69%
여행,ALL,52,|강원 고성군| 아이파크콘도(현대설악)(아이파크/고성/속초/아이파크콘도/현대아이파크/일출/현대설악),,,
여행,ALL,53,20/21 오크밸리 리프트 / 세트권 선착순 할인혜택,,,
여행,ALL,54,"|서울 호텔| 어반플레이스 강남 (서초,신사,방배)",,,
여행,ALL,55,"|경남 리조트| 사천 아르떼 리조트 (사천,남해)",,,
여행,ALL,56,|대전 호텔| 라마다 바이 윈덤 대전 (Ramada by Wyndham Daejeon) (유성구),,,
여행,ALL,57,"|경북 호텔| 경주 라궁호텔 (경주(보문단지,황리단길,불국사,양남,감포,안강))",,,
여행,ALL,58,호텔 리베라(서울 호텔/강남/역삼/삼성/신사/청담),"75,000원",,2%
여행,ALL,59,|제주|아쿠아플라넷제주 풀패키지권+아메리카노 택1+혜택몰빵|특가|제주여행|제주아쿠아리움,,,
여행,ALL,60,여수 테디베어+여수아쿠아플라넷PKG (~1/31),,,
여행,ALL,61,|제주 호텔| 휘슬락 호텔 (제주시),,,
도서/음반,ALL,49,2030 축의 전환 : 새로운 부와 힘을 탄생시킬 8가지 거대한 물결  마우로 기옌,,,
도서/음반,ALL,50,보림 팝업 그림책 2종,"56,000원",,10%
도서/음반,ALL,51,브리타 테켄트럽 베스트 세트(전6권)(양장),"71,000원",,4%
도서/음반,ALL,52,(차일드아카데미) 세계테마그림책 스토리팡(본책 50종 + 구연동화USB),"320,000원",,32%
도서/음반,ALL,53,(카드15%+사은품) 2021년 EBS 초등기본서 만점왕 SET 학년별 선택 구매,,,
도서/음반,ALL,54,30/40/50/60/80/100/12/150/180 Word READING시리즈,"98,000원",,14%
도서/음반,ALL,55,(세이펜버젼25일출고/별매/일반판 선택구매)튼튼 아이 건강 그림책 전4권,,,
도서/음반,ALL,56,그레이트북스 유아 아동 베스트 세트,,,
도서/음반,ALL,57,[비룡소]비룡소  과학의 씨앗 시리즈 완간 10권세트 (열려라문외 9권),"110,000원",,12%
도서/음반,ALL,58,[비룡소]비룡소 마녀위니 20권 세트,"220,000원",,13%
도서/음반,ALL,59,비상교육  기똥찬 남매의 어쩌다 과학모험 시리즈 (전12권),"132,000원",,5%
도서/음반,ALL,60,주니어김영사 프란치스카 비어만 시리즈 전10권/시리즈 선택구매,,,
도서/음반,ALL,61,안아주기 그림책 1-5권 / 6-10 세트,"150,000원",,62%
도서/음반,ALL,62,[기탄교육]기탄 사고력 수학 세트 외 시리즈 선택(기탄수학/국어/한글/영어/한자/떼기시리즈/영역별수학/머니수학),"28,000원",,10%
도서/음반,ALL,63,사월의창의육아 공동구매 결제창,"550,000원",,10%
유아동/출산,기저귀,1,[슈퍼대디](쿠폰할인)매직드라이 팬티/밴드 6팩 외 전라인,"70,900원",,15%
ALL,ALL,94,[네오젠][마스카라 최대용량] 네오젠 코드나인 메탈 마스카라 세트 (본품3+리필3+리무버1),"59,900원",,6%
ALL,ALL,95,[독일 No.1 안티에이징 크림] 유세린 나이트 크림 메인 구성,,,
ALL,ALL,96,호두왕찹쌀떡(80gX20입)/선물/떡 영의정,"33,800원",,50%
ALL,ALL,97,[스팸]스팸 클래식 200g 10개,,,
ALL,ALL,98,[쏘피]안심숙면팬티 오버나이트 생리대 L 5Px3팩+무표백10P,"21,800원",,50%
도서/음반,DVD,1,스쿨 오브 락 (1Disc  초도한정 넘버링 슬립케이스) : 블루레이 : 1/7 오후 2시 예약판매   리처드 링클레이터 보이후드  비포 선라이즈 ,,,
도서/음반,음반,1,엔시티 드림 (NCT Dream) - NCT DREAM PHOTO BOOK [DREAM A DREAM] : 본 상품은 수령 후 단순변심 반품이 불가하며  하자가 있는 구성...,,,
가구/침구,ALL,50,[리브맘]7존 기절 매트리스 침대 접이식 바닥 토퍼 수면매트,"83,000원",,70%
가구/침구,ALL,51,[에이블루]에이블루 커블체어 자세교정 의자 방석 좌식의자 컴피b,,,
가구/침구,ALL,52,DIY 액자형 보석십자수 세트 (전체동일가)(21번~31번),"16,900원",,15%
가구/침구,ALL,53,겨울 양털 따뜻한 마약 매트리스 기절 토퍼 킹 K,"37,900원",,13%
가구/침구,ALL,54,led 방등 등 기구 거실등 조명 형광등 LG칩,"79,000원",,69%
가구/침구,ALL,55,[디클레어]DIY 액자형 보석십자수 캔버스형 4+1 비즈,,,
가구/침구,ALL,56,똑딱이 양면담요(130X80),"9,900원",,3%
가구/침구,ALL,57,[나크제이]나크제이디퓨저대용량 500ml 1+1 전구매고객 모자증정,"38,900원",,66%
가구/침구,ALL,58,대형 명화그리기  DIY (60 X 75cm) 유화 그림 세트,,,
가구/침구,ALL,59,[이블랑]밍크/리터치/선염자가드 양면 극세사이불 34컬러,"99,660원",,69%
가구/침구,ALL,60,[코아스] 에르체 메쉬의자 (헤드형) OSCH0800HAA,"278,440원",,18%
가구/침구,ALL,61,[아망떼]따뜻한 플란넬 극세사 이불세트/겨울이불/차렵이불,"90,000원",,66%
가구/침구,ALL,62,[쉬즈홈]아일렛형 암막커튼 2장/방한/방풍/햇빛차단/커텐,"68,000원",,32%
생활/주방/건강,ALL,50,kf94 마스크 블랙 대형 100매 + 스트랩 1개 합리적인,,,
생활/주방/건강,ALL,51,[크리넥스]크리넥스 3겹 순수소프트 37MX24롤 X2팩화장지/휴지,"57,900원",,43%
생활/주방/건강,ALL,52,[스마트에코]아기물티슈 모데라토 캡형 80매X20팩 엠보물티슈,"29,800원",,50%
생활/주방/건강,ALL,53,[HP]HP A4 복사용지(A4용지) 80g 2500매 2BOX/더블에이,"33,600원",,13%
생활/주방/건강,ALL,54,[스타우브]스타우브 원형 꼬꼬떼 냄비 24cm 프랑스산 6종,,,
생활/주방/건강,ALL,55,[락앤락]걸이형 고무장갑 M 32cm 5+1개 그레이,,,
생활/주방/건강,ALL,56,[잘풀리는집]잘풀리는집 순수프리미엄 30M 30롤 리뉴얼 2팩,"31,900원",,15%
생활/주방/건강,ALL,57,[램프쿡] 자동회전냄비 HS-0010,"109,000원",,9%
생활/주방/건강,ALL,58,[시크릿데이]프리미엄 오가닉 커버 포네이처 생리대/오버나이트,"28,900원",,17%
생활/주방/건강,ALL,59,마스크 꼼짝마스크 50매 KF94 황사 미세먼지 필터 대 a,,,
생활/주방/건강,ALL,60,[베베앙]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩,"27,400원",,47%
여행,국내여행,3,|강원 강릉시| 정동진 썬크루즈호텔(정동진호텔/정동진숙박/정동진썬크루즈호텔/정동진역호텔),,,
여행,국내여행,4,롯데시티호텔 구로(서울 호텔/구로/금천/관악/동작),"64,800원",,1%
여행,국내여행,5,아르떼 리조트 스파 풀빌라(경남 호텔/사천/남해/진주/함양),"109,000원",,2%
여행,국내여행,6,씨크루즈호텔 속초(강원 호텔/속초/강릉/양양/고성),"72,250원",,1%
여행,국내여행,7,2021 하이원리조트 리프트권~2020.3 (폐장일까지),,,
여행,국내여행,8,|강원 삼척시| 쏠비치 삼척(대명/호텔/대명/대명리조트/쏠비치/쏠비치대명/가족여행/삼척/쏠비치호텔),,,
여행,국내여행,9,노블피아 호텔(제주 호텔/서귀포/서귀포시/중문/표선/성산),"35,260원",,1%
여행,국내여행,10,|충북 청주시| 그랜드 플라자 청주호텔(청주/청주호텔/청주특급호텔/청주숙박/청주비지니스호텔),,,
여행,국내여행,11,(공식판매처) 에버랜드 겨울방학 기간한정 종일권/야간권(1/1~2/28),"44,000원",,54%
여행,국내여행,12,|강원 홍천군| 소노벨 비발디파크 ( 구 대명리조트 비발디파크)(비발디파크/대명비발디/더파크호텔),,,
여행,국내여행,13,강원 정선군|정선 메이힐스 리조트,,,
여행,국내여행,14,랜딩관 제주신화월드 호텔앤리조트(제주 호텔/서귀포/서귀포시/중문/표선/성산),"110,000원",,2%
