main_category_name,sub_category_name,ranking,title,org_price,dis_price,dis_percent
식품,건강,76,[GNM자연의품격]코엔자임Q10 코큐텐 4박스/4개월분,"35,800원",,8%
식품,건강,77,[GNC]GNC 밀크씨슬 1300mg 120정 2병 무료배송,,,
식품,건강,78,[뉴트리디데이]루테인지아잔틴 골드 3박스 3개월분,"34,900원",,2%
식품,건강,79,종근당 건강 락토핏 생유산균 골드 new 3통/igb,"33,300원",,4%
식품,건강,80,뼈엔 엠비피 MBP 12개월분,,,
식품,건강,81,캐나다직수입 알티지 오메가3 180캡슐 6개월분,,,
식품,건강,82,[고려은단](현대Hmall)고려은단 비타민C 1000 600정,,,
식품,건강,83,[GNM자연의품격]루테인지아잔틴 아스타잔틴 지아잔틴 2박스(총2개월분),,,
식품,건강,84,[종근당]칼슘 앤 마그네슘 비타민D 2병 6개월분,"25,000원",,
식품,건강,85,[GNM자연의품격]NFC 타트체리 주스 착즙 원액 1000ml x 2병(총 2L),"19,900원",,10%
식품,건강,86,[애터미]애터미 헤모힘 1200ml,"69,500원",,2%
식품,건강,87,[휴럼][휴럼] 트루락 이브 질 유래 유산균 2박스 프로바이오틱스 신바이오틱스,"95,000원",,6%
식품,건강,88,[종근당건강]종근당건강 락토핏 생유산균 키즈 2000mg X 60포,"17,350원",,
식품,건강,89,2개 오쏘몰 드링크+캡슐 3종(이뮨/바이탈M/바이탈F),"118,900원",,5%
식품,캔/오일/조미료,76,[동원참치]동원 DHA 참치 250g 원터치 5캔,"14,900원",,20%
식품,캔/오일/조미료,77,[fresco]프레스코 토마토 스파게티소스 685g,"5,500원",,36%
식품,캔/오일/조미료,78,냉동번데기 생번데기 번데기 4kg 주전부리 간식 안주,"13,750원",,4%
식품,캔/오일/조미료,79,[오뚜기]옛날참기름 450ml,"4,900원",,8%
식품,캔/오일/조미료,80,[올리타리아]올리타리아 포도씨유로만 5병 구성,,,
식품,캔/오일/조미료,81,[동원에프앤비]꽁치 400g 5캔,,,
식품,캔/오일/조미료,82,[폰타나]드레싱 소스 2개 기획+2개 골라담기,"25,000원",,50%
식품,캔/오일/조미료,83,(균일가)해표_꽃소금_1KG,,,
식품,캔/오일/조미료,84,[샘표]샘표 양조간장 501 1.8L+500ml기획세트  +지퍼백 증정,"24,000원",,50%
식품,캔/오일/조미료,85,[사조해표]해표_카놀라유_500MLx3입,"5,990원",,2%
식품,캔/오일/조미료,86,[청정원]프리미엄굴소스260g+고소한해물250g+매콤한해물250g,"10,400원",,24%
식품,캔/오일/조미료,87,[백설]포도씨유 500ml 4개,,,
식품,캔/오일/조미료,88,60년 전통 일본 시가야 낫또 50g x 45/30팩,"24,900원",,4%
식품,캔/오일/조미료,89,[동원참치]마일드 참치 100g 20캔,"26,900원",,11%
식품,캔/오일/조미료,90,[올리타리아]올리타리아 이탈리아 엑스트라버진 올리브오일 1L,"12,690원",,9%
식품,캔/오일/조미료,91,HACCP 국산 태양초 햇고춧가루 고운가루 1kg CJA001-7,"31,200원",,5%
식품,캔/오일/조미료,92,대상_청정원순창쌈장_1KG,,,
식품,캔/오일/조미료,93,국산 햇고추가루 김장 김치 햇고춧가루 보통맛 1kg,"25,400원",,5%
식품,캔/오일/조미료,94,2020년수확 햇 고춧가루/HACCP인증/1kg(500g_2팩)특판,,,
식품,간편조리/간식,70,노랑갓튀겨나온곱빼기치즈돈까스10장/소스10개,,,
식품,간편조리/간식,71,[농심닭다리]닭다리후라이드 66g 20개 한박스,"23,900원",,29%
식품,간편조리/간식,72,에어프라이어 치킨 떴닭 자메이카 통다리 800g 국내산,"14,900원",,30%
식품,간편조리/간식,73,[풀무원]바로조리 떡볶이 4종 10인분(5봉) 골라담기,,,
식품,간편조리/간식,74,[신세계푸드]올반키친  찰핫도그10봉 크런치10봉 모짜체다10봉,"27,600원",,5%
식품,간편조리/간식,75,정직한 복분자 왕구이 1.2kgX2팩,,,
식품,간편조리/간식,76,[너구리]신라면+안성탕면+너구리+짜파게티 20봉,"22,400원",,29%
식품,간편조리/간식,77,소니가 2020년 햇 아몬드 800g/바삭하고 고소한 맛,"10,900원",,
식품,간편조리/간식,78,[롯데푸드]라퀴진 큐브감자핫도그 90gx10개,"19,500원",,23%
식품,간편조리/간식,79,[햇반]햇반 매일잡곡밥 210g 24개 유통기한 2021-07-07,,,
식품,간편조리/간식,80,동원 샘물 2L 36병[6병 6팩],"17,700원",,6%
식품,간편조리/간식,81,부산갈매기 어묵 야채혼합 사각어묵 2.8kg 대단량,"21,800원",,50%
식품,간편조리/간식,82,[너구리]얼큰한너구리 멀티5개입 X 8개 총40개,"32,900원",,24%
식품,간편조리/간식,83,크라제버거  비프/함박스테이크 혼합구성 모음전,"20,500원",,
식품,간편조리/간식,84,[오뚜기]국물끓일땐 옛날 육개장/사골곰탕/설렁탕 18개,"19,800원",,16%
식품,생수/커피/음료,70,[건국우유]건국 우리우유기획 900ML 2,"3,490원",,2%
식품,생수/커피/음료,71,[스파클]스파클생수 500ml 60병,,,
식품,생수/커피/음료,72,[코카콜라제로](본사직영) 코크 제로300ml PET 24입+ 캘린더 증정,"22,000원",,4%
식품,생수/커피/음료,73,[아이시스]아이시스 8.0 300ml 40펫,"14,900원",,40%
식품,생수/커피/음료,74,[맥심]맥심 모카골드 마일드 리필 커피 170gx2 +유로 텀블러,"17,000원",,24%
식품,생수/커피/음료,75,몬스터 울트라 355ml   24CAN,"31,980원",,6%
식품,생수/커피/음료,76,[카누]카누 미니 다크 100T 커피 +사은품/쿠폰적용가16430원,"24,000원",,22%
식품,생수/커피/음료,77,(전단상품)동서식품_맥심모카골드믹스유니버셜기획팩_200T 2400G ,"20,900원",,1%
식품,생수/커피/음료,78,[맥심]맥심 화이트골드 400T/커피/커피믹스/맥심커피/맥심,"55,000원",,25%
식품,생수/커피/음료,79,[하늘보리]유기농하늘보리  200ml x 24개입,"13,900원",,14%
식품,생수/커피/음료,80,[아몬드브리즈]아몬드브리즈 뉴트리 플러스 프로틴 190ML 24팩,"18,900원",,15%
식품,생수/커피/음료,81,[맥심]카누 미니 마일드 아메리카노 100T +20T/랜덤발송,"24,000원",,22%
식품,생수/커피/음료,82,[오하루 자연가득X황성주] 국내산 서리태 맷돌두유 80팩,"64,900원",,7%
식품,생수/커피/음료,83,[맛있는두유GT]맛있는두유 GT 담백한맛 190ml 64팩,"34,900원",,34%
식품,생수/커피/음료,84,[하늘보리]하늘보리 1.5L x 12입,"15,900원",,21%
식품,생수/커피/음료,85,[코카콜라]코카콜라 190ml x 60CAN,"33,900원",,8%
식품,생수/커피/음료,86,[카누]카누 미니 마일드 아메리카노 100T+머그 플레이트세트,"24,000원",,22%
식품,생수/커피/음료,87,[연세우유]연세우유 멸균우유 비타민플러스 48팩,"21,800원",,1%
유아동/출산,유아동가방/잡화 ,95,smiggle스미글 학생 필통 책가방세트 신학기선물,,,
유아동/출산,유아동가방/잡화 ,96,DS 아동용 방한귀마개 어린이 겨울 방한용품,,,
유아동/출산,유아동가방/잡화 ,97,[블루독베이비]골벨로아귀마개SET 40C14-800-02,"41,300원",,24%
유아동/출산,유아동가방/잡화 ,98,[밀로앤개비](신세계강남점)[쁘띠엘린] 밀로앤개비 사계절  낮잠이불 듀얼분리형 색상 선택 ,"102,400원",,20%
유아동/출산,유아동가방/잡화 ,99,크록스지비츠 장식 악세서리 입체/3D/LED/팔찌 1000종,,,
유아동/출산,유아동가방/잡화 ,100,[데일리라이크]데일리 키즈 삭스/어린이 양말 6P 세트 S/M/L 01-02,"21,000원",,34%
식품,김치/반찬,65,강릉초당_국산콩초당두부_550g,"4,190원",,2%
식품,김치/반찬,66,임성근의 영양 특 소갈비탕 10팩,"69,900원",,
식품,김치/반찬,67,[특판] 김나운더키친 직화 떡갈비 명작 10팩 총20장 선물세트,"18,900원",,2%
식품,김치/반찬,68,삼성식품 해남 절임배추 20kg (1/4일~1/26일)도착,,,
식품,김치/반찬,69,[종가집](현대Hmall)종가집 포기김치 4kg + 총각김치 2.5kg,"40,000원",,7%
식품,김치/반찬,70,윤김치_ 포기김치10kg,,,
식품,김치/반찬,71,[종가집](현대Hmall)종가집 전라도 포기김치 3.3kg,"26,000원",,7%
식품,김치/반찬,72,[더반찬]더반찬  꼬막비빔밥 KIT,"14,900원",,30%
식품,김치/반찬,73,국산 빛 묵은지 10kg/김치/유산균김치 /찜용2년묵은지,,,
식품,김치/반찬,74,[김나운더키친] 직화 명작 떡갈비 13팩,"28,900원",,1%
식품,김치/반찬,75,[더반찬]더반찬  스키야키(넉넉한2인분),"18,600원",,24%
식품,김치/반찬,76,[비비고]CJ 비비고 남도떡갈비 450g x4개 (냉동),"32,500원",,20%
식품,김치/반찬,77,모든반찬 간장게장 모든장 2.3kg -암꽃게 국산돌게,,,
식품,김치/반찬,78,가정식 생포기김치5Kg /해썹인증/발송당일버무려요,,,
식품,김치/반찬,79,[풀무원]풀무원_국산부침찌개 기획 _300Gx2,"4,980원",,2%
식품,김치/반찬,80,이혜정의 맛있는 포기김치 11kg,,,
유아동/출산,물티슈,95,[릴리유]퓨어그린라이트 물티슈 캡 72매X20팩,"29,300원",,1%
유아동/출산,물티슈,96,[베베숲]베베숲 물티슈 80매 16팩 캡형 아기 베이비 순한 휴대,"21,390원",,3%
유아동/출산,물티슈,97,슈퍼대디x미피 겨울에디션 아기물티슈 캡형 70매10팩,"22,500원",,
유아동/출산,물티슈,98,[몽크앤핑크]몽크앤핑크 프리미엄 물티슈 캡형 72매 10팩 b,,,
유아동/출산,물티슈,99,블랑슈 시그니처 아기물티슈 캡형 100매 10팩,"30,000원",,67%
유아동/출산,물티슈,100,브라운 - 네이처 프리미엄 아기물티슈 72매 캡형 10+10팩,"35,900원",,1%
유아동/출산,분유/이유식,100,[아인슈타인]머리가마시는 아인슈타인 킨더밀쉬 48입+스노우빕,"115,800원",,50%
식품,채소,80,[초이스엘후레쉬]한끼모둠쌈(봉),"2,490원",,2%
식품,채소,81,양상추/봉,"1,990원",,2%
식품,채소,82,강원도 냉동찰옥수수/컬러찰/옥시기닷컴/수평선몰,,,
식품,채소,83,[마캐는젊은농부들]장마/산마/안동마 부용농산 장마 알뜰품 3kg,"24,000원",,
식품,채소,84,안면도 호박고구마 5kg (상)품입니다.,"32,000원",,5%
식품,채소,85,[허브나래]볶은돼지감자차 국내산 저온 로스팅 500g 1+1(이벤트),"19,900원",,4%
식품,채소,86,고구마 10kg 꿀밤 못난이 왕왕,,,
식품,채소,87,호박고구마_700G 봉 ,"5,990원",,2%
식품,채소,88,[봉팔형님]봉팔형님 고구마 꿀고구마 5kg 중(50~90g),"20,900원",,1%
식품,채소,89,[소가]풀무원 SOGA콩나물 500G,"2,100원",,2%
식품,채소,90,청경채_봉,"2,490원",,
식품,채소,91,쑥갓_봉,,,
식품,채소,92,국내산 햇 흙당근 제주산 10kg (왕특사이즈),"17,900원",,3%
식품,채소,93,햇 꿀밤고구마/당도높은꿀고구마10kg,,,
식품,채소,94,GSFresh 팽이버섯 3입(봉),,,
식품,채소,95,브로커리(송이/봉),"2,290원",,2%
식품,채소,96,청상추_봉,"2,790원",,
식품,정관장/홍삼,90,[정관장]홍삼진본 40ml 30포 (30일분) / 쇼핑백증정,"55,200원",,1%
식품,정관장/홍삼,91,[종근당]6년근 홍삼정스틱 애니타임 1박스 쇼핑백증정,,,
식품,정관장/홍삼,92,신년특집 정관장 홍삼진고 10병+1병 쇼핑백 11개,"198,000원",,19%
식품,정관장/홍삼,93,[정관장]홍삼진고 250gX2병/1박스 정관장 /igb,,,
식품,정관장/홍삼,94,세아이의 아빠가 만든 정직한 어린이홍삼 홍삼왕자,"45,900원",,4%
식품,정관장/홍삼,95,종근당건강 6년근홍삼골드 80ml 60포,,,
식품,정관장/홍삼,96,[정관장]정관장 홍삼정캡슐골드(홍삼정캡슐 변경),"124,000원",,5%
식품,정관장/홍삼,97,[참다한홍삼]참다한 홍삼정 240 g /Neo,"240,000원",,5%
식품,정관장/홍삼,98,[홍신애ABC] 파이토컬 12시간 유산균발효 ABC주스 더블세트 120팩 (2),,,
식품,정관장/홍삼,99,서울약사신협 프리미엄 홍삼정 천명 플러스 30포,"45,900원",,2%
식품,정관장/홍삼,100,[한삼인]O농협홍삼_ 홍삼정스틱액티브_10mlX30포_2세트,"70,200원",,1%
식품,다이어트,91,[BSN]신타6 아이솔레이트 초콜릿 밀크쉐이크 프로틴 파우더 48 서빙 단백질 보충제 1.82 kg,"59,900원",,1%
식품,다이어트,92,BNR17 모유유래 다이어트 유산균 비에날씬플러스 3박스/12주분,,,
식품,다이어트,93,종근당 건강 락토핏 코어 프롤린 생유산균 60포x6통,"99,000원",,3%
식품,다이어트,94,[그린비아]정식품 마일드케어 구수한맛 200ml 30캔 환자영양식,"33,900원",,6%
식품,다이어트,95,[뉴트리]에버콜라겐 타임 비오틴 30포 x 1통 /HY,,,
식품,다이어트,96,[테일러]테일러 푸룬주스 1.89L x2개,"18,100원",,4%
식품,다이어트,97,[에버비키니]가르시니아 차전자피 쾌변 지평책 2박스 총1개월분,"28,900원",,4%
식품,다이어트,98,[뉴트리원](6박스/12주분)뉴트리원 김희애 르시크릿 석류콜라겐 젤리 고농축 석류+저분자 피쉬콜라겐,"119,000원",,7%
식품,다이어트,99,[뉴트리원]시서스 원 다이어트 (2주분) 850mg x 14정,"28,290원",,4%
식품,다이어트,100,[프로피에스]챕터옵티멈 탄수화물+지방중화다이어트식품가르시니아,"39,900원",,5%
식품,건강,90,[골든허브]새싹보리 착즙 분말 가루 스틱 300포(100포 x 3박스),"24,900원",,4%
식품,건강,91,[퍼펙트바이오틱스]포스트바이오틱스 마이크로바이옴 신바이오틱스 3박스,"25,900원",,7%
식품,건강,92,[고려은단]퓨어 알티지rTG 오메가-3 60캡슐 3박스/6개월(식물성),"99,800원",,22%
식품,건강,93,[네이처스웨이]네이처스웨이 패밀리 비타구미 비타민D 미니언즈,,,
식품,건강,94,[홀라이프]오메가3와 비타민D EPA+DHA 1200 6개월(1병)미국직수입,"20,500원",,9%
식품,건강,95,[노르딕내추럴]2개 Nordic 얼티메이트 오메가3 1280 mg 레몬 180 피쉬젤라틴 소프트젤,"101,000원",,6%
식품,건강,96,[웰러스]폴리시아 프로바이오틱스 (미국특허유산균함유) 10박스,"37,900원",,3%
식품,건강,97,[튼튼닷컴]루테인 프리미엄 (6개월분) 눈 건강 / 건강기능식품,"26,900원",,4%
식품,건강,98,[전립소]전립소 쏘팔메토 2개월 (60캡슐) x2(4개월),,,
식품,건강,99,[이롬]쉐이커 증정 -황성주 1일1생식 스페셜 4주분(28포),,,
식품,건강,100,[튼튼닷컴]밀크씨슬 (6개월분),"26,900원",,4%
식품,캔/오일/조미료,95,[동원참치]DHA 참치 150g 원터치 10개,"21,900원",,13%
식품,캔/오일/조미료,96,[오뚜기]고소한참기름 500ml,"8,100원",,6%
식품,캔/오일/조미료,97,[종근당]종근당건강 어스투어스 아보카도오일 8병(J),"154,000원",,19%
식품,캔/오일/조미료,98,[오뚜기]골드 마요네즈 500g,,,
식품,캔/오일/조미료,99,[순창]대상_청정원순창쌈장_200G,,,
식품,캔/오일/조미료,100,새콤달콤 레몬소스 소스/탕수육소스/드레싱 120gx3봉,,,
식품,간편조리/간식,85,[CJ고메]고메 함박스테이크 152gx5 + 치즈함박스테이크 152gx5,"28,300원",,20%
식품,간편조리/간식,86,랭킹닭컴 맛있닭 한끼패키지 30팩(마늘X10+고추X10+오리지날X5+깻잎X5),,,
식품,간편조리/간식,87,경성명과 1+1 수제 (롤케익+ 파운드케익),"13,900원",,2%
식품,간편조리/간식,88,[오뚜기]냉동 피자 5종,"39,900원",,27%
식품,간편조리/간식,89,[목우촌]목우촌 흑마늘 훈제오리 10팩,,,
식품,간편조리/간식,90,브라운브레드15개+버터후레시10개증정/호밀 빵,"12,900원",,
식품,간편조리/간식,91, 3회매진  정성가득횡성축협한우국밥400g 10팩,,,
식품,간편조리/간식,92,제주안심밥상 보통맛 고추장불고기 4팩 1.2kg,"5,900원",,4%
식품,간편조리/간식,93,(행사상품)팔도진미_강원도춘천식닭갈비_1kg,"9,990원",,2%
식품,간편조리/간식,94,48시간 과일숙성 돼지 생막창 2KG 도매 식당납품용,"32,900원",,
식품,간편조리/간식,95,[오뚜기밥]오뚜기_맛있는오뚜기밥_210Gx24입,"19,990원",,2%
식품,간편조리/간식,96,금화 매콤텐더 800g + 800g,"19,900원",,35%
식품,간편조리/간식,97,[닥터유]에너지바 40g x15개 2세트 (총 30개입),,,
식품,간편조리/간식,98,[오뚜기밥]오뚜기밥 210gx24개(8번들x3)/즉석밥/햇반,"22,300원",,4%
식품,간편조리/간식,99,[무료배송] 햇반 210g 24입 21 900원 특가 ,,,
식품,간편조리/간식,100,밀크앤허니 베이커리 1+1 골라담기 (신세계푸드),"14,500원",,
식품,생수/커피/음료,88,(1+1)파스퇴르_떠먹는쾌변망고_85Gx4,"2,800원",,2%
식품,생수/커피/음료,89,[웰치스]웰치스소다 포도 6캔X8팩 총48캔,"27,900원",,10%
식품,생수/커피/음료,90,[요플레](1+1)빙그레_요플레클래식_85Gx4,"2,800원",,
식품,생수/커피/음료,91,[맥심]모카골드 커피믹스 400T  /국민커피,"57,000원",,24%
식품,생수/커피/음료,92,[맥심]모카골드 커피믹스 320T: 커피는 맥심 ~,"42,000원",,24%
식품,생수/커피/음료,93,[매일유업]매일 소화가잘되는우유 멸균 190ML 24팩,"20,100원",,15%
식품,생수/커피/음료,94,[네스카페]수프리모 골드마일드 220T/커피 +오리지널50t,"34,000원",,30%
식품,생수/커피/음료,95,[매일유업]매일두유 99.89 190ml 48팩,"27,200원",,15%
식품,생수/커피/음료,96,[맛있는우유GT]남양_맛있는우유GT_900MLx2,,,
식품,생수/커피/음료,97,화이트골드 커피믹스 400T/ 맥심,"37,900원",,1%
식품,생수/커피/음료,98,[서울우유]멸균우유 200ml 24입+24입 (2박스),,,
식품,생수/커피/음료,99,[맥심]화이트골드 커피믹스 400T /연아의커피,"55,000원",,25%
식품,생수/커피/음료,100,[코카콜라](본사직영) 제로 1.5L 12입/ 코카콜라,"32,400원",,10%
식품,수산,1,밝은미래 국내가공 백진미채 1kg 무료배송,"19,900원",,
식품,축산,1,제주안심밥상 제주흑돼지 순살찌개용 4팩 1.2kg,"5,900원",,
식품,쌀/잡곡,1,황금미가 쌀 20kg 20년산 햅쌀 (당일도정),"77,000원",,30%
가구/침구,가구,1,[에이블루]커블체어 와이더 바른자세교정 서포트체어,,,
신발/잡화,브랜드 신발/가방,1,[스케쳐스]남여 슬립온 워킹화 고워크5 폴딩 3종택1 SP0WW20S111-100L,"60,000원",,21%
도서/음반,인문/사회/과학/IT,1,공정하다는 착각  (능력주의는 모두에게 같은 기회를 제공하는가),,,
식품,김치/반찬,81,바로푸드 친정김치 국산 친정 배추 김치 10kg,"39,900원",,4%
식품,김치/반찬,82,[풀무원](현대Hmall)[풀무원]사계절 아삭 포기김치 10kg,"40,900원",,1%
식품,김치/반찬,83,[테이스티나인] 최현석 부처스나인 양갈비 스테이크 200g 8팩+생와사비5g 8개+스테이크,"89,900원",,1%
식품,김치/반찬,84,맛있게 매운김치 선화동 매운 실비 김치 1.3kg,"20,000원",,5%
식품,김치/반찬,85,[찬마루]풀무원_김밥단무지_400G,"2,190원",,2%
식품,김치/반찬,86,팽현숙 맛있는 옛날 포기김치 12kg,,,
식품,김치/반찬,87,[한상궁김치]100% 국산 포기김치 10kg 맛있는 양념 풍부한 배추김치,"46,900원",,3%
식품,김치/반찬,88,[풀무원][풀무원] 톡톡 씨앗 유산균 전라도 포기김치 10kg,"69,900원",,1%
식품,김치/반찬,89,위생적이고 맛있는 대용량(1kg) 밑반찬50종,,,
식품,김치/반찬,90,예스레 포기김치10kg 우리농산물사용100% / HACCP인증,"46,000원",,21%
도서/음반,경제/경영/개발,1,주린이가 가장 알고 싶은 최다질문 TOP 77 :  염블리  염승환과 함께라면 주식이 쉽고 재미있다  염승환,,,
식품,과일/견과,1,한라봉 4.5kg(중과)/20-22과내외,"35,850원",,33%
식품,채소,97,깐대파 (300G/봉),"3,490원",,2%
식품,채소,98,[풀무원]풀무원 국산콩 콩나물 340G,"2,600원",,2%
식품,수산,2,통통생굴 2kg / 횟감용 쿠폰가 19380원 오늘밤12시마감,"32,700원",,33%
식품,수산,3,곱창김 햇김 100장(360g내외)특가/완도직송,"21,900원",,
식품,수산,4,통영산 바다의 우유 생굴  1kg,"15,900원",,1%
식품,수산,5,[너트리]백진미채 1kg 국내가공 10%할인쿠폰,"20,900원",,
식품,수산,6,[쵱선생]국내산 풍천민물 장어 손질후 700~750g/30880원 쿠폰가,"52,100원",,33%
식품,수산,7,[얌테이블]통영 자연산 돌문어 (생물)1kg,"25,900원",,12%
식품,수산,8,[바다원]바다원 국물용 멸치 원물박스 (대멸/다시) 1.5kg 쿠폰,"10,900원",,
식품,수산,9,[쵱선생]통영 베네치아수산 통영 생굴 1kg/ 12020원 최대혜택가,"20,800원",,33%
식품,수산,10,[비비수산]자연산 홍새우 특대 1kg,"28,300원",,33%
식품,수산,11,[쵱선생]통영 베네치아수산 통영 생굴 2kg/ 21680원 최대혜택가,"24,900원",,
식품,축산,2,제주안심밥상 돼지특수부위 뒷고기(구이용) 4팩 1kg,"7,000원",,30%
식품,축산,3,한복선 양념LA갈비 500gX6팩,,,
식품,축산,4,청정우 우삼겹 3초구이 샤브용 300g+300g+300g,,,
식품,축산,5,1등급_대란_30구,"5,590원",,2%
식품,축산,6,제주안심밥상 제주흑돼지 찌개용(비개있음) 4팩 1.2kg,"5,900원",,4%
식품,축산,7,제주안심밥상 냉장 제주흑돼지 구이살 3팩 1.2kg,"4,900원",,4%
식품,축산,8,신선특란30입,"5,990원",,1%
식품,축산,9,제주안심밥상 냉장 제주흑돼지 보쌈용 3팩 1.2kg,"4,900원",,4%
식품,축산,10,제주안심밥상 양돈농협 제주흑돼지 불고기 4팩 1.2kg,"5,900원",,4%
식품,축산,11,이종임의 맛난 도가니탕 10팩 (700g   10팩),"69,900원",,6%
식품,축산,12,제주안심밥상 제주흑돼지 칼집구이살 4팩 총1.2kg,,,
식품,축산,13,판계란(30입/대란),"5,990원",,2%
식품,축산,14,미국산 토시살200g 5팩초이스g+참소스/2+1구매쌈장증,"31,300원",,30%
식품,축산,15,소 살치살 미국200gX4팩+참소스/2세트구매시다짐육증정,"22,900원",,
식품,축산,16,돼지일품포크삼겹살_100 g,"2,090원",,1%
식품,축산,17,[참도깨비]삼겹살 구이 수육 보쌈/ 벌집통삼겹살 500g x2봉/ 1kg,"17,000원",,30%
식품,축산,18,제주안심밥상 제주흑돼지 순살다짐육 4팩 800g,,,
식품,쌀/잡곡,2,[아침농산]국산 농부의아침 쌀10kg  2020년산 햅쌀,"41,300원",,30%
식품,쌀/잡곡,3,(행사상품)[20년산]The Plus 좋은쌀_20KG 포 ,"56,900원",,1%
식품,쌀/잡곡,4,[농협] 영광 신동진쌀 총 20kg (10kg+10kg),"72,500원",,10%
식품,쌀/잡곡,5,[아침농산]국산 찰보리 500g x 4개 2020년산 햇곡,"6,500원",,30%
식품,쌀/잡곡,6,[농협]예산 특등급 삼광미 총 20kg (10kg+10kg),"74,900원",,1%
식품,쌀/잡곡,7,[농협]보성다향미20kg/쌀20kg 2020햅쌀 백미 상등급 당일도정,"59,900원",,
식품,쌀/잡곡,8,동진협동_간척지쌀_20KG 포 ,"59,900원",,2%
식품,쌀/잡곡,9,[아침농산]국산 농부의아침 현미10kg 2020년산 햅쌀,"37,900원",,30%
식품,쌀/잡곡,10,(행사상품)[20년산]프리미엄고시히카리_10KG 포 ,"39,900원",,
식품,쌀/잡곡,11,20년도 햅쌀 초L)농사꾼쌀 10KG,,,
식품,쌀/잡곡,12,황금미가 20kg 20년산 햅쌀 (당일도정),"56,900원",,
식품,쌀/잡곡,13,[경주시농협] 천년고도 경주삼광쌀 10kg/당일도정,,,
식품,쌀/잡곡,14,밥맛좋은 쌀 20KG,"57,800원",,1%
식품,쌀/잡곡,15,[2020년 햅쌀][명가미곡]지리산메뚜기쌀 백미(20Kg)/당일도정/박스포장/직접 도정한 밥맛 좋은 쌀,"59,900원",,2%
식품,쌀/잡곡,16,미농 황강구수미 현미20kg 현미쌀 2020년산 햅현미,"53,700원",,1%
식품,쌀/잡곡,17,천년의솜씨_신동진쌀_10KG 포 ,,,
가구/침구,가구,2,[담아드림]담아드림 시즌2  특허받은 분리수거함+롤백 1년치(4,,,
가구/침구,가구,3,[리바트온라인]리바트온라인 꼼므 1200 아이책상 + 유아의자,"226,000원",,42%
가구/침구,가구,4,[에이블루]NEW 커블체어 컴피 바른자세 교정의자 등쿠션,,,
가구/침구,가구,5,(특가)국산튼튼한 조립식 렌지대 다이 전자렌지수납장,"38,000원",,37%
가구/침구,가구,6,1~6인 키높이 접이식테이블 좌식책상 밥상 이반가구01,"42,000원",,52%
가구/침구,가구,7,에이블루 NEW 커블 체어 와이더 레드 허리 교정의자,"51,900원",,4%
가구/침구,가구,8,[체어스코]누적판매 1위 컴퓨터/책상/학생/사무용의자,"35,000원",,9%
가구/침구,가구,9,[에이블루]에이블루 커블체어 자세교정 의자 방석 좌식의자 컴피b,,,
가구/침구,가구,10,[코아스] 에르체 메쉬의자 (헤드형) OSCH0800HAA,"278,440원",,18%
가구/침구,가구,11,고기불판테이블 홍윤화 테이블 업소용가정용 식탁밥상,"160,000원",,14%
가구/침구,가구,12,[스틸리]베드트레이 독서대 좌식테이블 노트북거치대 책상  G6,"39,000원",,1%
가구/침구,가구,13,[한샘]샘스마트 UP 책상의자 DIY,"123,000원",,35%
가구/침구,가구,14,[한샘]샘파레트 책장 5단 120cm 시공,"116,000원",,29%
가구/침구,가구,15,[하포스]수도권 빠른배송 단면매트리스 슈퍼싱글/더블/퀸,"60,000원",,10%
가구/침구,가구,16,[퍼스퍼코리아]무료반품 랭킹1위 컴퓨터 학생 사무용 공부 책상의자,"40,000원",,16%
가구/침구,가구,17, 180억 돌파 브랜드  홈몬스터 모던서랍장 1+1+1,,,
가구/침구,가구,18,[올즈]PURE 책상의자 10년 보증 + 상품권 이벤트,"124,000원",,12%
신발/잡화,브랜드 신발/가방,2,[랩](신세계경기점)아만다_ 복조리백 (AL3AB960),"47,200원",,26%
신발/잡화,브랜드 신발/가방,3,(화이트샌즈)니트 보닛햇_4컬러(20FWWHSAND2),"33,000원",,22%
신발/잡화,브랜드 신발/가방,4,(현대Hmall)[휠라] FILA 꾸미 라이트 GGUMI LIGHT PT 3종 키즈 스니커즈 아동 운동화 슬립온 (3RM01298),"34,000원",,3%
신발/잡화,브랜드 신발/가방,5,(현대Hmall)[휠라] FILA 꾸미 GGUMI 3종 키즈 스니커즈 아동 운동화 슬립온 (3RM01156),"29,000원",,6%
신발/잡화,브랜드 신발/가방,6,소렐 여성용 워커부츠 NL3039-010,"32,900원",,4%
신발/잡화,브랜드 신발/가방,7,[엘칸토]엘칸토 20FW 남녀 겨울슈즈 시즌오프세일,"179,000원",,69%
신발/잡화,브랜드 신발/가방,8,[에잇세컨즈]최대15%쿠폰 남녀 머플러/장갑/비니/벨트/가방,"39,900원",,50%
신발/잡화,브랜드 신발/가방,9,[랩]LAP ACC 겨울 시즌오프 특가~79% 가방/지갑/머플러,"76,600원",,69%
신발/잡화,브랜드 신발/가방,10,아가타外 시즌오프 소가죽 앵클/방한화 8450원부터~ (1177142_B),,,
신발/잡화,브랜드 신발/가방,11,[소다](20%+5%중복쿠폰) 소다그룹 통합전 50종 택1,"98,000원",,50%
신발/잡화,브랜드 신발/가방,12,[락피쉬][락피쉬웨더웨어] 겨울 신상 베스트 SALE 특가,"25,900원",,
신발/잡화,브랜드 신발/가방,13,(화이트샌즈) 플리스 보닛햇_2컬러,"39,000원",,20%
