"","apt_price","area_m2","floor_no","year_built","ym_sale","day_sale","urban","price_pyung","yr_built","yr_built2","season","urban2"
"7641",5100,29.92,7,1999,201908,9,"µø",562.5,"1990s","Old","ø©∏ß","µµΩ√"
"7642",5000,29.92,13,1999,201908,18,"µø",551.470588235294,"1990s","Old","ø©∏ß","µµΩ√"
"7643",32900,84.9748,9,2018,201901,8,"µø",1277.67291008628,"2010s","New","∞‹øÔ","µµΩ√"
"7644",28700,74.3949,8,2018,201902,9,"µø",1273.07113794091,"2010s","New","∞‹øÔ","µµΩ√"
"7645",25000,84.9748,16,2018,201906,24,"µø",970.876071494137,"2010s","New","ø©∏ß","µµΩ√"
"7646",21000,84.9194,12,2003,201809,19,"µø",816.06794207213,"2000s","New","∞°¿ª","µµΩ√"
"7647",21250,84.9194,9,2003,201810,1,"µø",825.783036620607,"2000s","New","∞°¿ª","µµΩ√"
"7648",21500,84.9194,7,2003,201810,27,"µø",835.498131169085,"2000s","New","∞°¿ª","µµΩ√"
"7649",20000,84.9194,6,2003,201906,8,"µø",777.207563878219,"2000s","New","ø©∏ß","µµΩ√"
"7650",16180,59.9851,5,2006,201810,19,"¿æ",890.121046726604,"2000s","New","∞°¿ª","≥Û√Ã"
"7651",20000,84.9867,1,2006,201811,24,"¿æ",776.592102058322,"2000s","New","∞°¿ª","≥Û√Ã"
"7652",14000,59.9851,2,2006,201811,26,"¿æ",770.191264163934,"2000s","New","∞°¿ª","≥Û√Ã"
"7653",18000,84.9867,2,2006,201812,4,"¿æ",698.93289185249,"2000s","New","∞‹øÔ","≥Û√Ã"
"7654",21000,84.9867,7,2006,201812,8,"¿æ",815.421707161238,"2000s","New","∞‹øÔ","≥Û√Ã"
"7655",19000,84.9867,8,2006,201812,15,"¿æ",737.762496955406,"2000s","New","∞‹øÔ","≥Û√Ã"
"7656",18800,84.9867,1,2006,201812,15,"¿æ",729.996575934823,"2000s","New","∞‹øÔ","≥Û√Ã"
"7657",19800,84.9867,13,2006,201812,22,"¿æ",768.826181037739,"2000s","New","∞‹øÔ","≥Û√Ã"
"7658",15500,59.9851,12,2006,201812,28,"¿æ",852.711756752927,"2000s","New","∞‹øÔ","≥Û√Ã"
"7659",15000,59.9851,5,2006,201812,29,"¿æ",825.204925889929,"2000s","New","∞‹øÔ","≥Û√Ã"
"7660",14000,59.9851,11,2006,201901,31,"¿æ",770.191264163934,"2000s","New","∞‹øÔ","≥Û√Ã"
"7661",20400,84.9867,13,2006,201903,4,"¿æ",792.123944099488,"2000s","New","∫Ω","≥Û√Ã"
"7662",15500,59.9851,10,2006,201903,4,"¿æ",852.711756752927,"2000s","New","∫Ω","≥Û√Ã"
"7663",19000,84.9867,18,2006,201903,11,"¿æ",737.762496955406,"2000s","New","∫Ω","≥Û√Ã"
"7664",15500,59.9851,10,2006,201904,10,"¿æ",852.711756752927,"2000s","New","∫Ω","≥Û√Ã"
"7665",20500,84.9867,11,2006,201905,19,"¿æ",796.00690460978,"2000s","New","∫Ω","≥Û√Ã"
"7666",12900,59.9851,10,2006,201907,11,"¿æ",709.676236265339,"2000s","New","ø©∏ß","≥Û√Ã"
"7667",20000,121.487,5,2006,201809,10,"¿æ",543.268003983965,"2000s","New","∞°¿ª","≥Û√Ã"
"7668",20500,121.487,3,2006,201809,17,"¿æ",556.849704083564,"2000s","New","∞°¿ª","≥Û√Ã"
"7669",15200,59.945,10,2006,201809,19,"¿æ",836.767036450079,"2000s","New","∞°¿ª","≥Û√Ã"
"7670",21200,121.487,1,2006,201810,4,"¿æ",575.864084223003,"2000s","New","∞°¿ª","≥Û√Ã"
"7671",13000,59.945,2,2006,201810,6,"¿æ",715.656018016515,"2000s","New","∞°¿ª","≥Û√Ã"
"7672",18000,84.981,3,2006,201810,16,"¿æ",698.979771949024,"2000s","New","∞°¿ª","≥Û√Ã"
"7673",18000,84.981,8,2006,201811,2,"¿æ",698.979771949024,"2000s","New","∞°¿ª","≥Û√Ã"
"7674",15400,59.945,11,2006,201811,2,"¿æ",847.777129034949,"2000s","New","∞°¿ª","≥Û√Ã"
"7675",16500,59.945,15,2006,201812,2,"¿æ",908.332638251731,"2000s","New","∞‹øÔ","≥Û√Ã"
"7676",18000,84.981,8,2006,201812,7,"¿æ",698.979771949024,"2000s","New","∞‹øÔ","≥Û√Ã"
"7677",16800,84.981,2,2006,201812,17,"¿æ",652.381120485756,"2000s","New","∞‹øÔ","≥Û√Ã"
"7678",16350,84.981,6,2006,201901,3,"¿æ",634.90662618703,"2000s","New","∞‹øÔ","≥Û√Ã"
"7679",18800,84.981,9,2006,201901,22,"¿æ",730.045539591203,"2000s","New","∞‹øÔ","≥Û√Ã"
"7680",19800,121.487,2,2006,201901,24,"¿æ",537.835323944126,"2000s","New","∞‹øÔ","≥Û√Ã"
"7681",21000,121.487,9,2006,201901,24,"¿æ",570.431404183164,"2000s","New","∞‹øÔ","≥Û√Ã"
"7682",15400,59.945,8,2006,201901,27,"¿æ",847.777129034949,"2000s","New","∞‹øÔ","≥Û√Ã"
"7683",15200,59.945,11,2006,201902,16,"¿æ",836.767036450079,"2000s","New","∞‹øÔ","≥Û√Ã"
"7684",14900,59.945,6,2006,201902,20,"¿æ",820.251897572775,"2000s","New","∞‹øÔ","≥Û√Ã"
"7685",19000,121.487,4,2006,201903,18,"¿æ",516.104603784767,"2000s","New","∫Ω","≥Û√Ã"
"7686",18000,84.981,11,2006,201903,21,"¿æ",698.979771949024,"2000s","New","∫Ω","≥Û√Ã"
"7687",13000,59.945,2,2006,201903,30,"¿æ",715.656018016515,"2000s","New","∫Ω","≥Û√Ã"
"7688",19000,121.487,6,2006,201904,8,"¿æ",516.104603784767,"2000s","New","∫Ω","≥Û√Ã"
"7689",16300,84.981,6,2006,201904,12,"¿æ",632.965015709394,"2000s","New","∫Ω","≥Û√Ã"
"7690",16000,84.981,12,2006,201904,19,"¿æ",621.315352843577,"2000s","New","∫Ω","≥Û√Ã"
